date	real price	predicted price
2023-01-02	0.23177083333333334	0.22849726676940918
2023-01-03	0.23958333333333334	0.2304806411266327
2023-01-04	0.2786458333333333	0.22041797637939453
2023-01-05	0.2916666666666667	0.23783445358276367
2023-01-06	0.3125	0.2478644996881485
2023-01-09	0.2786458333333333	0.2814037501811981
2023-01-10	0.22916666666666666	0.29081228375434875
2023-01-11	0.21875	0.3100360333919525
2023-01-12	0.2838541666666667	0.2893123924732208
2023-01-13	0.2838541666666667	0.25101378560066223
2023-01-16	0.234375	0.2399299442768097
2023-01-17	0.24479166666666666	0.28187814354896545
2023-01-18	0.2734375	0.2823634445667267
2023-01-19	0.2786458333333333	0.24571964144706726
2023-01-20	0.2682291666666667	0.24590779840946198
2023-01-25	0.2682291666666667	0.26439765095710754
2023-01-26	0.2760416666666667	0.2651044726371765
2023-01-27	0.25	0.258226215839386
2023-01-30	0.2890625	0.2570645809173584
2023-01-31	0.2604166666666667	0.2691662609577179
2023-02-01	0.2630208333333333	0.2520831823348999
2023-02-02	0.24739583333333334	0.2733633816242218
2023-02-03	0.22135416666666666	0.25766098499298096
2023-02-06	0.24479166666666666	0.2550429701805115
2023-02-07	0.2265625	0.24694648385047913
2023-02-08	0.20572916666666666	0.2242152839899063
2023-02-09	0.20833333333333334	0.2379760444164276
2023-02-10	0.21354166666666666	0.22711172699928284
2023-02-13	0.20572916666666666	0.20275041460990906
2023-02-14	0.23177083333333334	0.20451748371124268
2023-02-15	0.2109375	0.2070249319076538
2023-02-16	0.20052083333333334	0.19968299567699432
2023-02-17	0.1953125	0.21391655504703522
2023-02-20	0.1796875	0.20364074409008026
2023-02-21	0.19270833333333334	0.19180278480052948
2023-02-22	0.16666666666666666	0.1897994577884674
2023-02-23	0.1875	0.17442744970321655
2023-02-24	0.19010416666666666	0.181442990899086
2023-02-27	0.2265625	0.1652950793504715
2023-02-28	0.19791666666666666	0.17851443588733673
2023-03-02	0.20052083333333334	0.17795276641845703
2023-03-03	0.22135416666666666	0.20552778244018555
2023-03-06	0.2526041666666667	0.19343876838684082
2023-03-07	0.2708333333333333	0.19369113445281982
2023-03-08	0.24739583333333334	0.2086493819952011
2023-03-09	0.2682291666666667	0.2313864678144455
2023-03-10	0.2630208333333333	0.2551763951778412
2023-03-13	0.2760416666666667	0.24457743763923645
2023-03-14	0.296875	0.25875601172447205
2023-03-15	0.2734375	0.2582681179046631
2023-03-16	0.2864583333333333	0.27744367718696594
2023-03-17	0.2942708333333333	0.2940463125705719
2023-03-20	0.2526041666666667	0.28062763810157776
2023-03-21	0.3229166666666667	0.2862940728664398
2023-03-22	0.3411458333333333	0.2934997081756592
2023-03-23	0.3463541666666667	0.26472795009613037
2023-03-24	0.3489583333333333	0.3142300248146057
2023-03-27	0.3515625	0.3318394124507904
2023-03-28	0.3255208333333333	0.3378479778766632
2023-03-29	0.3307291666666667	0.34037062525749207
2023-03-30	0.3385416666666667	0.3434353470802307
2023-03-31	0.3359375	0.331289142370224
2023-04-03	0.3307291666666667	0.3294484317302704
2023-04-04	0.3411458333333333	0.3355022370815277
2023-04-05	0.328125	0.33466875553131104
2023-04-06	0.2864583333333333	0.3251889646053314
2023-04-07	0.2994791666666667	0.3362249433994293
2023-04-10	0.3125	0.32423755526542664
2023-04-11	0.3359375	0.29432016611099243
2023-04-12	0.3411458333333333	0.2945597469806671
2023-04-13	0.3333333333333333	0.30192601680755615
2023-04-14	0.3255208333333333	0.3247307538986206
2023-04-17	0.3463541666666667	0.32971522212028503
2023-04-18	0.3307291666666667	0.3228718936443329
2023-04-19	0.3125	0.3200113773345947
2023-04-20	0.3020833333333333	0.3390541076660156
2023-04-21	0.2994791666666667	0.328217476606369
2023-04-24	0.3098958333333333	0.31498435139656067
2023-04-25	0.3333333333333333	0.3073411285877228
2023-04-26	0.3229166666666667	0.2995575964450836
2023-04-27	0.3541666666666667	0.3039732277393341
2023-04-28	0.4114583333333333	0.3271222710609436
2023-05-02	0.4140625	0.319000244140625
2023-05-03	0.4114583333333333	0.3426083028316498
2023-05-04	0.4140625	0.3940659463405609
2023-05-08	0.421875	0.40187326073646545
2023-05-09	0.4609375	0.40367063879966736
2023-05-10	0.5130208333333334	0.4085089862346649
2023-05-11	0.4895833333333333	0.425663560628891
2023-05-12	0.4765625	0.45517563819885254
2023-05-15	0.5104166666666666	0.5030936598777771
2023-05-16	0.4973958333333333	0.48558714985847473
2023-05-17	0.4791666666666667	0.47641292214393616
2023-05-18	0.4765625	0.5068655014038086
2023-05-19	0.5052083333333334	0.4973319470882416
2023-05-22	0.4791666666666667	0.4801265299320221
2023-05-23	0.5052083333333334	0.47275397181510925
2023-05-24	0.5026041666666666	0.5007450580596924
2023-05-25	0.4921875	0.4821603000164032
2023-05-26	0.5	0.5034703016281128
2023-05-30	0.484375	0.4969983994960785
2023-05-31	0.4895833333333333	0.4947689473628998
2023-06-01	0.4661458333333333	0.49644824862480164
2023-06-02	0.4869791666666667	0.48708584904670715
2023-06-05	0.4947916666666667	0.487120121717453
2023-06-07	0.515625	0.4722341001033783
2023-06-08	0.5208333333333334	0.48508962988853455
2023-06-09	0.5234375	0.49886971712112427
2023-06-12	0.515625	0.510711669921875
2023-06-13	0.5104166666666666	0.5162082314491272
2023-06-14	0.53125	0.518744170665741
2023-06-15	0.53125	0.5238682627677917
2023-06-16	0.5052083333333334	0.514119565486908
2023-06-19	0.4947916666666667	0.5358098745346069
2023-06-20	0.4505208333333333	0.5365487933158875
2023-06-21	0.4401041666666667	0.5152702331542969
2023-06-22	0.4921875	0.5059999823570251
2023-06-23	0.5026041666666666	0.4672018587589264
2023-06-26	0.5026041666666666	0.45560407638549805
2023-06-27	0.5416666666666666	0.49350348114967346
2023-06-28	0.5390625	0.5006619691848755
2023-06-29	0.5052083333333334	0.5069258809089661
2023-06-30	0.4973958333333333	0.5368900299072266
2023-07-03	0.4791666666666667	0.5359262824058533
2023-07-04	0.4609375	0.5148552656173706
2023-07-05	0.4635416666666667	0.5082342624664307
2023-07-06	0.453125	0.49018529057502747
2023-07-07	0.4479166666666667	0.46800872683525085
2023-07-10	0.4973958333333333	0.4744955897331238
2023-07-11	0.46875	0.46217069029808044
2023-07-12	0.4479166666666667	0.4499993622303009
2023-07-13	0.4817708333333333	0.4888630211353302
2023-07-14	0.4505208333333333	0.4756055772304535
2023-07-17	0.421875	0.45796337723731995
2023-07-18	0.4088541666666667	0.4817058742046356
2023-07-19	0.4140625	0.459709107875824
2023-07-20	0.390625	0.4359511137008667
2023-07-21	0.4244791666666667	0.4232279360294342
2023-07-24	0.4010416666666667	0.42248183488845825
2023-07-25	0.3880208333333333	0.4055309593677521
2023-07-26	0.3828125	0.42835384607315063
2023-07-27	0.375	0.40566155314445496
2023-07-28	0.3671875	0.39909854531288147
2023-07-31	0.3567708333333333	0.3880920708179474
2023-08-01	0.3645833333333333	0.3761526644229889
2023-08-02	0.3645833333333333	0.367599755525589
2023-08-03	0.3776041666666667	0.35873717069625854
2023-08-04	0.40625	0.36587947607040405
2023-08-07	0.3776041666666667	0.36774706840515137
2023-08-08	0.3697916666666667	0.37240150570869446
2023-08-09	0.3697916666666667	0.4037085473537445
2023-08-10	0.3776041666666667	0.37639591097831726
2023-08-11	0.3723958333333333	0.37108466029167175
2023-08-14	0.4791666666666667	0.37265151739120483
2023-08-16	0.484375	0.3814975917339325
2023-08-17	0.4713541666666667	0.3719397783279419
2023-08-18	0.453125	0.4527301788330078
2023-08-21	0.4635416666666667	0.48030248284339905
2023-08-22	0.4609375	0.46472275257110596
2023-08-23	0.4739583333333333	0.45472070574760437
2023-08-24	0.4661458333333333	0.4628868103027344
2023-08-25	0.4765625	0.45972827076911926
2023-08-28	0.4973958333333333	0.47204992175102234
2023-08-29	0.5052083333333334	0.4688827097415924
2023-08-30	0.4583333333333333	0.4779645502567291
2023-08-31	0.4479166666666667	0.4926249086856842
2023-09-01	0.4427083333333333	0.5017345547676086
2023-09-04	0.4244791666666667	0.4653666317462921
2023-09-05	0.421875	0.45704182982444763
2023-09-06	0.4375	0.4512639343738556
2023-09-07	0.4166666666666667	0.4343477189540863
2023-09-08	0.4114583333333333	0.42532801628112793
2023-09-11	0.3880208333333333	0.437387615442276
2023-09-12	0.3671875	0.4244861304759979
2023-09-13	0.3489583333333333	0.4171646237373352
2023-09-14	0.359375	0.38979074358940125
2023-09-15	0.40625	0.37706464529037476
2023-09-18	0.4244791666666667	0.36170071363449097
2023-09-19	0.4010416666666667	0.36827942728996277
2023-09-20	0.3828125	0.40939125418663025
2023-09-21	0.4375	0.42106327414512634
2023-09-22	0.4661458333333333	0.40114396810531616
2023-09-25	0.4401041666666667	0.38998815417289734
2023-09-26	0.421875	0.4316542446613312
2023-09-27	0.4114583333333333	0.45518872141838074
2023-10-04	0.4140625	0.44030967354774475
2023-10-05	0.4010416666666667	0.42247912287712097
2023-10-06	0.3671875	0.41879335045814514
2023-10-10	0.3828125	0.4157513678073883
2023-10-11	0.3828125	0.4087148904800415
2023-10-12	0.3723958333333333	0.37892022728919983
2023-10-13	0.4166666666666667	0.38366928696632385
2023-10-16	0.4453125	0.3828248679637909
2023-10-17	0.4427083333333333	0.37877508997917175
2023-10-18	0.4765625	0.4075903296470642
2023-10-19	0.4765625	0.4383472204208374
2023-10-20	0.4505208333333333	0.43889275193214417
2023-10-23	0.4609375	0.46437832713127136
2023-10-24	0.4661458333333333	0.46860364079475403
2023-10-25	0.4635416666666667	0.4577515125274658
2023-10-26	0.4739583333333333	0.4639118015766144
2023-10-27	0.5104166666666666	0.4645754098892212
2023-10-30	0.5260416666666666	0.47142335772514343
2023-10-31	0.5182291666666666	0.4769037067890167
2023-11-01	0.5234375	0.5076321959495544
2023-11-02	0.5260416666666666	0.5213966369628906
2023-11-03	0.5260416666666666	0.5163466930389404
2023-11-06	0.515625	0.5206326246261597